0	2022-10-24 15:23:02+00:00	Santiago76CA	Fill your tank when its half full instead of when it's almost empty. #GasTips http	Negative
1	2022-09-09 18:45:14+00:00	Unitil	Whether you’ve just switched to natural gas or have had it for many years, practicing gas safety can help you avoid scalds or damaging your equipment and cause leaks. #SafetyPutsPeopleFirst #GasTips http	Positive
2	2022-08-23 22:01:02+00:00	ReliantCU	With high gas prices, it’s important to find ways to save your gas—and your money! Follow these tips to reduce the strain on your wallet! #savemoney #gastips #achievelife #reliantcu #ilovemycreditunion	Positive
3	2022-07-08 20:05:42+00:00	ToyotaofOrlando	Next time you put gas in your car - here are three mistakes you should look out for! 👀 #summer #carcare #toyota #gastips #tipsandtricks	Negative
4	2022-07-08 19:05:45+00:00	ToyotaCharlotte	Here are 3 mistakes people usually make when putting gas in their car. ✋❌ #summer #carcare #toyota #gastips #tipsandtricks	Positive
5	2022-07-08 18:55:53+00:00	ToyotaClermont	Before you arrive at the gas station, here are three mistakes to look out for. 👀  #summer #carcare #toyota #gastips #tipsandtricks	Negative
6	2022-07-05 21:24:30+00:00	RescueMe13	Want a simple money-saving tip? Next time you go fill up with gas use Gas Buddy. It shows you all the closest gas stations &amp; their current prices. Interesting right? Try it out to save some bucks &amp; let me know how it goes. #moneysavingstips #tuesdaytips #helpfultips #gastips	Positive
7	2022-06-29 23:00:11+00:00	KCchohan_	This is how much the 'Eco Mode' button actually saves you on gas  See full article in the comments.  #EcoMode #SaveGas #Gastips	Neutral
8	2022-06-22 09:27:14+00:00	CydeneHQ	So here is a safety tip for you, store your gas cylinders outside the house.  #Cydene #CydeneExpress #GasCylinder #GasExplosions #Kitchen #SafetyTips #GasTips #Didyouknow	Positive
9	2022-05-27 08:54:16+00:00	Haroti_gas	5 Safety Tips to follow When Using Gas Appliances  1-Pay attention to any odour 3. Double-Check to Ensure Gas Appliances Are Turned Off 4. Open Door or Windows 5. Get Your Gas Appliances Inspected regularly  Call us now! +265 990 970 075 / +265 885 234 789 #gastips #harotigas	Positive
10	2022-05-17 19:47:40+00:00	deliveryguysinc	It's recommended drivers roll down windows before opting for air conditioning, avoid the maximum auto air conditioning features vehicles have &amp; stop idling their cars in the warm months to cool them down before heading off.  #HelpfulTips #GasTips #FuelEconomy  #SaveMoney 2/2	Positive
11	2022-05-13 21:05:43+00:00	ontarioinjuries	A gas trip calculator is very helpful in determining your driving habits and helping you save gas. #CarTravel #GasTips #Canada http	Positive
12	2022-04-21 17:58:41+00:00	amandajuliussen	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances. - Leave your car in neutral when you're stuck in traffic or at a long light. - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
13	2022-04-21 17:09:49+00:00	SFVanlandingham	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances. - Leave your car in neutral when you're stuck in traffic or at a long light. - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
14	2022-04-21 17:09:48+00:00	MyAgentLiam	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances - Leave your car in neutral when you're stuck in traffic or at a long light - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
15	2022-04-12 13:01:18+00:00	dandrcarcare2	⛽️Here's your weekly gas saving tip!   ⛽️ If the light turns on, it is for a reason, get it checked ASAP and save at the pump each week! 💰  #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr #gassavingtips	Positive
16	2022-03-31 13:01:51+00:00	dandrcarcare2	Rolling into the weekend with another. great ⛽️ #gassavingtip ⛽️ As the weather gets warmer, there's no need to warm up your car before you drive. Letting your vehicle idle for long periods of time wastes gas.  #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga	Positive
17	2022-03-29 13:02:06+00:00	dandrcarcare2	⛽️ #gassavingtip ⛽️ Make a plan so you only have to leave the a house limited number of times. Combining trips gas, and saves time!   #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr #gassavingtips	Negative
18	2022-03-28 16:46:36+00:00	SouthlandReg	Changing small driving habits can help you save on gas.  Here's some tips from NRCAN, Canada:  http  #gassavings #gastips #drivingtips #yyc	Positive
19	2022-03-24 13:01:41+00:00	dandrcarcare2	⛽️ #gassavingtip ⛽️ Remove any unnecessary items in your car. Less weight = less usage of gas.  #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr #gassavingtips	Neutral
20	2022-03-21 13:01:32+00:00	dandrcarcare2	⛽️ Here is another great tip on how to save money, and use less gas! ⛽️ Avoid heavy braking, acceleration or speeding.   #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr #gassavingtips	Positive
21	2022-03-20 12:55:08+00:00	GetawayCouple	You can’t do much about the markets that set the price at the pump, but you're not helpless. Here are 5 ways to get better gas mileage.  #gasspike #highgasprices #savegas #gastips #rving #rvlife #rvliving #gorving #camping #travel #getawaycouple	Positive
22	2022-03-18 17:33:44+00:00	PinecrestShell	Here’s a quick tip to save on gas, avoid stop-and-go driving! #carcare #autocare #cartips #gastips #saveongas http	Positive
23	2022-03-15 19:06:45+00:00	TerryToll	See this Instagram photo by @ #gas #Trudeau #gasTips #Savegas	Neutral
24	2022-03-14 13:01:32+00:00	dandrcarcare2	⛽️ Start the week right with a gas saving tip! ⛽️ Do you have any other tips? Share them with us in the comments below.  #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr	Positive
25	2022-03-14 09:27:15+00:00	GFDC_3455	These gas prices are crazy!  Here are some great tips on how to get the most out of each gallon!   #GFDC #gasprices #gastips   http	Positive
26	2022-03-14 09:26:18+00:00	SmilesbySeese	These gas prices are crazy!  Here are some great tips on how to get the most out of each gallon!   #SmilesbySeese #gasprices #gastips   http	Positive
27	2022-03-11 15:15:00+00:00	globalnewsto	While Ontario drivers are getting some relief from the pumps today, experts predict the cost of fuel will continue to fluctuate. Teresa Di Felice from joins to share some tips on how you can save on your mileage the next time you fill up. #GasTips	Positive
28	2022-03-10 02:48:27+00:00	FairfieldPolice	Did you know if you follow the posted speed limit; you would get better gas mileage. 🤷‍♂️  Now you know…  Slow the fast down!   #GasTips #SafetyTips	Positive
29	2022-03-09 11:18:35+00:00	MommaX_3	Happy Hump Day #Vote #NotDemocrat ##gastips #openthepipeline #FJB #Trump2024 ❤️🤍💙	Positive
30	2022-03-08 03:50:08+00:00	Kween_Ladda	I learned early treat my half a tank of ⛽️ like I’m on E 🥴😎🤌🏾 #GasTips	Positive
31	2022-02-22 14:02:47+00:00	SquireEnergy	Even if we aren't working with you directly on a project, we're always here to provide a helping hand if you're experiencing any #gas related issues. Take a look at our industry guides and FAQs offering plenty of helpful advice: http  #gastips #gasindustry	Positive
32	2022-01-13 11:00:23+00:00	PlotProjects	Check out the best apps for cashback on gas stations! ⛽️  http  #gasstation #cashback #app #gastips #geofencing #plotprojects	Positive
33	2021-11-08 06:56:22+00:00	SERGASGroup	#CookingTips #GasTips  While baking, one of the most common complaints is uneven heating. To prevent any issue with over- or under-cooked food, consider rotating your pans throughout the baking time.	Negative
34	2021-09-02 20:59:09+00:00	Unitil	Whether you’ve just switched to natural gas or have had it for many years, practicing gas safety can help you avoid scalds 🚿 or damaging your equipment and cause leaks. #SafetyPutsPeopleFirst #GasTips http	Positive
35	2021-06-23 13:25:04+00:00	Pike_District	This article is FILLED with great expert tips on saving gas! Save gas and money. Find all your essentials within the #PikeDistrict! http  #EcoFriendlyEnvironment  #WalkableCommunity #SaveGas #GasTips	Positive
36	2021-05-13 17:58:05+00:00	TheSpringChickn	Gas tips from CA in 70s: Even-odd license plates. Get gas on your day. 10 gallon maximum until pipeline back up. Tank only, NO containers! Gas stations show some spine! Customers show some restraint. Play nice with others and don't hog the gas.  #GasTips	Positive
37	2020-09-17 15:45:13+00:00	Unitil	Whether you’ve just switched to natural gas or have had it for many years, practicing gas safety can help you avoid scalds 🚿 or damaging your equipment and cause leaks. #SafetyPutsPeopleFirst #GasTips	Positive
38	2020-06-03 13:24:58+00:00	FatgbemsPetrol	The flames from a natural gas cooker can tip you off to a possible hazard. If you see orange flames instead of blue flames, the burners may need cleaning or adjusting.  #gastips #fatgbemsgas #drivenbyyou	Positive
39	2019-10-10 15:30:32+00:00	CloudTaxCanada	𝗧𝗮𝘅 𝗧𝗶𝗽 𝗧𝗵𝘂𝗿𝘀𝗱𝗮𝘆: The federal incentive program for zero-emission vehicles (ZEVs) will provide incentives of up to $5,000 for consumers who buy or lease an eligible ZEV.  The program went into effect May 1, 2019  #blogging #cartips #vehicles #hybrid #gastips	Positive
40	2019-09-09 20:28:14+00:00	Unitil	Whether you’ve just switched to natural gas or have had it for many years, practicing gas safety can help you avoid scalds 🚿 or damaging your equipment and cause leaks. #SafetyPutsPeopleFirst #GasTips   http	Positive
41	2019-08-18 03:28:39+00:00	timshepherd145	12 Tweaks to Make the Gas Pump Less Painful -We all want gas prices to drop back down below $2 a gallon, but in the meantime you can fight unleaded sticker shock with these 12 tweaks. #gastips	Negative
42	2019-05-31 18:46:03+00:00	CarolinaCoFrame	Make the most out of your gas money on any road trip by taking a look at these handy tips: #gastips #carolinacollision	Neutral
43	2019-03-02 13:16:11+00:00	SM_Engineering_	Did you know you’re responsible for your electric and gas utility rates? Click here to learn more:   #GasTips #smeng #gaserrors #gasutility #gasbill billingdisaster #utilitybillaudit #lowerwaterbills #utilitycost	Positive
44	2019-02-13 20:45:39+00:00	willtube4food	Little trick when doing TIVA on obese patients. Program remi first and you'll often be shown lean body weight on the screen.  Makes it super easy to then work out adjusted body weight in your head for propofol: LBW + 0.4(ABW - LBW)  #gastips #tivatips #time4tiva	Positive
45	2019-02-11 12:59:56+00:00	willtube4food	Pull the plunger out of a 2 or 5ml syringe and stick it on the end of your needle if you must use a seldinger line  Zero mess every time #gastips	Negative
46	2019-02-01 00:09:58+00:00	iammannyj	#Pickering #Ajax - Gas is still available for 91.9 cents at the Esso on Highway 7, West of Westney. A lot of other stations have no gas in Ajax. #GasTips	Negative
47	2018-12-05 09:09:37+00:00	OGDGas	Cadac Trigger Lite Gas Lighter is the safest way to light up your gas stove😃 #OGDgas #gaslighter #gastips	Positive
48	2018-10-09 13:39:00+00:00	BigOTiresKYIN	See these AAA approved tips for conserving fuel #gastips #teamyoutrust	Positive
49	2018-09-17 10:00:41+00:00	SwaleHeating	Gas Safety Week is here! Keep the whole family safe with our handy gas safety tips. #GSW18 #GasSafetyWeek #GasTips	Positive
50	2018-09-12 02:46:17+00:00	SanfordBelle33	The app is showing where you can find gas and diesel. Plus if the station has power. #FloTips #NCwxDurham #gastips #durhamnc #durm	Neutral
51	2018-08-06 20:01:07+00:00	acarrscarstar	Gas prices are rising, so here's how you can boost your car's fuel economy. #GasTips #GasPrices	Positive
