0	2022-10-21 11:40:26+00:00	golem	#Arc Alchemist: #Intel zeigt Einstellungen gegen hohen Idle-Stromverbrauch #Stromsparen https://t.co/rwAMm68wC7
1	2022-10-21 11:34:43+00:00	oekotopten_lu	"Ratgeber Conseils 👉 https://t.co/NEpq6Bn61E 
#Energiekrise #Klimakrise #stromsparen #energiesparmaßnahmen #Gasversorgung #strompreise #luxemburg #klimaschutz #energiearmut 
#CriseEnergétique #CriseClimatique #sobriétéénergétique #economiser #énergie #luxembourg https://t.co/i9ZNrB927L"
2	2022-10-21 06:52:30+00:00	leserschwert	@sonneundmars @Whereismymodel3 Das ist der alltägliche Lichtkegel über dem #Volkswagen-Werk  #Kassel bei Nacht. Größer und intensiver als das Licht der Stadt. Die wissen wie man #Strom spart 😉 Dort sollen jetzt die zukunftsweisenden E-Autos zum #Stromsparen gebaut werden. https://t.co/AHEPL76e9s
3	2022-10-21 06:41:02+00:00	SchneiderElecDE	Wir helfen Ihnen, die Gebäudeinfrastruktur so auszurichten, dass Ihr Unternehmen energieeffizient und produktiv arbeitet. ✅ https://t.co/n0yge6mVU9 Merten by Schneider Electric #Energieeffizienz #Stromsparen #SaveEnergy https://t.co/ehB8su0eKR
4	2022-10-21 06:00:01+00:00	Pduesp	Hab bei mir mal die ganzen Elektrogeräte abgemessen. Hier sind meine Top 10 Stromschlucker https://t.co/tOSJ6ywAbd #upload #Strom #Elektrizität #Stromsparen #sparen #ranking #top10
5	2022-10-20 17:32:45+00:00	elmovan1	#Servicetweet #Energiesparen ♥️ Die Heißluftfritteuse gewinnt bei #Stromsparen und Krossigkeit obwohl sie pro Stunde einen ähnlichen #Stromverbrauch hat wie ein Umluft Ofen. Man muss die Tür nicht öffnen um Pommes zu wenden und verliert dadurch keine Energie. https://t.co/9xj0JiFVca
6	2022-10-20 17:09:41+00:00	clientmgmt	"Hallo @SkyDeutschland
Hab von @vodafone_de gehört, dass ihr nicht mehr wollt, dass ich mein Sky-Abo weiterhin über das CI+ Modul nutze. Ich soll einen dedizierten Receiver nutzen. Wie passt das in die aktuelle #Klimapolitik und das Thema #Umweltschutz und #stromsparen? (1/2)"
7	2022-10-20 15:32:01+00:00	zueritoday	"Im Video: Laut #Energieministerin Simonetta Sommaruga muss die #Schweiz #Reserven schaffen.

#ZüriToday #Energie #Strom #Stromsparen #Mangellage #Video #SimonettaSommaruga https://t.co/egvrJCR2CQ"
8	2022-10-20 11:23:18+00:00	zueritoday	"Die #SBB will einen Beitrag zur sicheren #Energieversorgung leisten.

#ZüriToday #Zürich #Energiekrise #ÖV #Zug #Stromsparen #Energiesparen https://t.co/jqXR8O9tSB"
9	2022-10-20 11:16:10+00:00	m_kobel	"Mein grösster Respekt vor Claudio Hubmann und Alexander Ingold, sehr erwachsen, Helden des Alltags. Die haben es denen da oben aber sowas von gezeigt! #ironieoff
#stromsparen https://t.co/A0YG5HZgEj"
10	2022-10-20 08:20:03+00:00	betty91119	"@Keulinsche Bekommt er LEDs und wird gedimmt? 
#Stromsparen 😂"
11	2022-10-20 08:01:00+00:00	vzbv_eteam	.#Stromsparen im Haushalt: Sparpotenzial in Küche, beim Waschen, Licht und Unterhaltungselektronik. Insbesondere Fernseher, PC, Spielkonsolen, Drucker &amp; Co. verbrauchen besonders viel Strom. Tipps von der #Energieberatung der Verbraucherzentrale. https://t.co/ve7bXfGhOw
12	2022-10-20 07:33:57+00:00	SETON_GER	"Energie sparen im Arbeitsalltag - Erhöhen Sie das Energiebewusstsein im Unternehmen.

https://t.co/ymVtLpnjJv

#energie #stromsparen #energiesparen #umweltschutz"
13	2022-10-19 21:31:03+00:00	Firlefanz65	In der größten Krise!Bund&amp;Länder hauen die Kohle raus! On Top: Geplanter #Kanzleramtsanbau für schlanke 640 Millionen! Geht sicher auch für die Hälfte! OnTopTop: 3 Monate, Juli-Okt., #LichtshowamBundestag für TÄGLICHE 12500,- Euro!! #Energiekrieg? #Energiekrise? #Stromsparen?
14	2022-10-19 20:51:19+00:00	KlimawandelCH	"#Stromsparen #Stromausfälle #Stromprobleme #Strommangellage

Wir MÜSSEN  jetzt - vermutlich - noch nicht wirklich Strom sparen.
Aner wir KÖNNEN jetzt schon Strom sparen, um zu merken, wie es sein kann, wenn wir MÜSSEN ! Ist sicher hilfreich."
15	2022-10-19 09:30:22+00:00	lumEGG_by_EGG	"💡Wir haben ökologisches Hightech-LED💡

#lumegg #eggelektro #egg #new #katalog #art #savemoney #germany #tschechien #spain #led #travel #photography #förderfähig #stromsparen #licht #planung #wirhelfen https://t.co/ChxusIsOyS"
16	2022-10-19 08:22:10+00:00	schindelbeck	"Oookay - Erhöhung beim #Strompreis um schlappe 87,44% pro KWh ab Anfang Dezember bei #Entega. 
#Strompreise #Energiepreise #StromVergleich #Lebenshaltung #Energieversorgung #Energiesparen #Stromsparen #Stromverbrauch"
17	2022-10-18 20:05:31+00:00	MelaElwedritsch	@Sackhaarfrisur Was gegessen ist muss nicht mehr gekühlt werden 👍 #stromsparen
18	2022-10-18 18:07:10+00:00	pbruegger	Wenn ich nur noch wüsste, wohin das Bügeleisen meiner Grossmutter verschwunden ist. Könnte man jetzt im Winter gegen #Laurastar eintauschen. #Stromsparen https://t.co/Sw3ASCqA2Z
19	2022-10-18 17:55:10+00:00	MJ_unverstanden	Ewige Sommerzeit soll beim Energiesparen helfen                                     #ZüriToday #ArgoviaToday #PilatusToday #FM1Today #BärnToday #Energie #Stromsparen #Zeitumstellung #Sommerzeit https://t.co/xibAHut47S.
20	2022-10-18 15:48:41+00:00	B28304561B	@Ricarda_Lang Entscheidet euch doch mal. Zuerst fordert ihr #gruene, dass Strom gespart werden soll, da dieser Knapp sei, plötzlich dann doch nicht, schliesslich braucht man nicht ein drittes Kraftwerk. Also kein #stromsparen nötig? Klare Ansage!
21	2022-10-18 15:18:56+00:00	Energielix	"Entschuldigt die Tippfehler am Handy.

#Brausethermostat natürlich, das ist für eine solche Variante sehr kostengünstig.

#Energiewende #Stromsparen"
22	2022-10-18 14:05:20+00:00	iwayAG	"Auch bei Router, Computer oder Handy lässt sich Strom sparen. Am meisten Energie sparen wir, indem wir Geräte bei Nichtgebrauch ganz vom Strom trennen. Es gibt jedoch noch weitere Kniffe. 🔌

#stromsparen #internet #mobile #tv #telefonie #iway

https://t.co/YGsfoPDPre"
23	2022-10-18 12:36:34+00:00	newspartner_at	„Vehicle-to-Grid“ - Elektroautos helfen beim Stromsparen https://t.co/0w6aUCNVfF #Elektroautos #Gebäudetechnik #Stromsparen https://t.co/ctWTQSlL0m
24	2022-10-18 12:05:38+00:00	StadtDietikon	"Energiesparmassnahmen der Stadt Dietikon
Die Sicherheitskommission hat verschiedene Massnahmen erarbeitet, die ab dem 24. Oktober 2022 umgesetzt werden. #stromsparen #energie #energiesparen #dietikon
  
https://t.co/eqx3tqeVX2"
25	2022-10-18 10:25:14+00:00	TeleZ_news	"Wie kommuniziert man als Gemeinde in der aktuellen Situation den Bau einer Beachvolleyballhalle mit Bodenheizung?
#Bassersdorf #SwissVolley #Beachvolleyball @TeleZ_news #Energiemangellage #Stromsparen
https://t.co/vLWs6OluHt"
