0	2022-10-24 15:23:02+00:00	Santiago76CA	Fill your tank when its half full instead of when it's almost empty. #GasTips http	Negative
1	2022-07-08 20:05:42+00:00	ToyotaofOrlando	Next time you put gas in your car - here are three mistakes you should look out for! 👀 #summer #carcare #toyota #gastips #tipsandtricks	Negative
2	2022-07-08 18:55:53+00:00	ToyotaClermont	Before you arrive at the gas station, here are three mistakes to look out for. 👀  #summer #carcare #toyota #gastips #tipsandtricks	Negative
3	2022-04-21 17:58:41+00:00	amandajuliussen	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances. - Leave your car in neutral when you're stuck in traffic or at a long light. - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
4	2022-04-21 17:09:49+00:00	SFVanlandingham	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances. - Leave your car in neutral when you're stuck in traffic or at a long light. - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
5	2022-04-21 17:09:48+00:00	MyAgentLiam	Make your new fill-up a breeze! ⛽️  - Avoid running your A/C for short distances - Leave your car in neutral when you're stuck in traffic or at a long light - If possible, use cruise control to manage your speed and conserve fuel  #auto #car #gas #gastips #fuel	Negative
6	2022-03-29 13:02:06+00:00	dandrcarcare2	⛽️ #gassavingtip ⛽️ Make a plan so you only have to leave the a house limited number of times. Combining trips gas, and saves time!   #gastips #autorepairstatesboro #carcare #carmaintenance #statesboroga #customerservice #autorepairshop #dandrcarcare #dandr #gassavingtips	Negative
7	2021-11-08 06:56:22+00:00	SERGASGroup	#CookingTips #GasTips  While baking, one of the most common complaints is uneven heating. To prevent any issue with over- or under-cooked food, consider rotating your pans throughout the baking time.	Negative
8	2019-08-18 03:28:39+00:00	timshepherd145	12 Tweaks to Make the Gas Pump Less Painful -We all want gas prices to drop back down below $2 a gallon, but in the meantime you can fight unleaded sticker shock with these 12 tweaks. #gastips	Negative
9	2019-02-11 12:59:56+00:00	willtube4food	Pull the plunger out of a 2 or 5ml syringe and stick it on the end of your needle if you must use a seldinger line  Zero mess every time #gastips	Negative
10	2019-02-01 00:09:58+00:00	iammannyj	#Pickering #Ajax - Gas is still available for 91.9 cents at the Esso on Highway 7, West of Westney. A lot of other stations have no gas in Ajax. #GasTips	Negative
11	2018-01-06 18:00:20+00:00	CarZingUSA	Do you fill up your car on premium gas? If so, find out why you should stop: #GasTips #CarTips	Negative
12	2016-07-08 18:47:50+00:00	multi_utilities	#Gastips Did you just get notified about the wrong location?. Read Blog:	Negative
13	2015-09-10 19:16:00+00:00	sgplaw	Cheaper fill-ups expected for most of U.S. with Labor Day gas prices hitting a new low: #gastips #cheapgas	Negative
14	2015-04-28 20:46:59+00:00	repgasinc	Gas pump tips and tricks from a fuel inspector.  #FuelTips #GasTips #News #FuelEfficiency	Negative
15	2015-01-16 00:01:45+00:00	lonestarcalgary	Gas provides many great things, but it can also be dangerous:  #gas #bbqsafety #gassafety #calgaryplumbing #gastips	Negative
16	2014-05-03 00:40:05+00:00	ignitionmediaus	Gas cards are probably a bad idea. Most gas cards have high annual percentage rates and lack certain fraud protections #GasTips	Negative
17	2014-01-17 02:10:45+00:00	gofishbowl	8.  Be the man with the plan:Plan your course of attack.Know where you’re going and get as many stops out of the way for each trip. #gastips	Negative
18	2014-01-17 02:08:35+00:00	gofishbowl	9. Mind your manners: Tough as it may be, you’ll have to modify your driving before the other steps have much impact. #gastips	Negative
19	2013-09-27 21:09:00+00:00	VirginiaAuto	Temps are headed down, but not gas prices. Be alert on the road to avoid a lot of stop and go, saving you gas and money. #gastips #mpg	Negative
20	2013-09-17 23:43:33+00:00	TeaBagginSoccer	make them all separate transactions using Kroger card each time. $1 off a gallon every week #GasTips from a cheap bastard.	Negative
21	2013-06-18 23:03:42+00:00	MemberOne_FCU	Pack less: every 250 extra pounds cuts your gas mileage by 1 mpg #gastips	Negative
22	2013-06-18 19:04:19+00:00	MemberOne_FCU	Pay the right way: Some stations offer discounts for using cash #gastips	Negative
23	2013-06-18 15:07:40+00:00	MemberOne_FCU	Drive like a sane person: Taking off slowly and gradually stopping at lights can cut fuel consumption up to 35% #gastips	Negative
24	2013-02-26 16:45:09+00:00	TiresPlus	Second day of #gastips: gradually accelerating &amp; gently applying the brakes leads to more gas savings. Don’t slam on the brakes or gun it!	Negative
25	2013-01-31 02:45:15+00:00	AlohaGas	Cruise control cuts fuel consumption by maintaining a steady speed during highway driving. #GasTips	Negative
26	2012-06-07 23:30:36+00:00	MaacoInFresno	Underinflated tires wear down more quickly and they also lower your car's gas mileage.  #GasTips	Negative
27	2012-05-22 18:31:02+00:00	AlohaGas	Show your Maikai Card to the cashier at Aloha Island Mart to get 5 cents off p/gallon when you pay cash. #AlohaSpecials #GasTips	Negative
28	2012-03-27 17:14:39+00:00	gaatips	No value in tonight's u21 Munster games. Will have weekend tips on site tomorrow evening #gastips #1for100followers	Negative
29	2012-03-06 00:32:12+00:00	ang_EP	Consumers cut back as gas prices climb | #clt #gas #gastips	Negative
30	2011-09-02 21:37:50+00:00	Kieursten718	One side of the road is 131.9, half a block up its 140.9. #gastips Why such a difference?	Negative
31	2011-02-23 19:50:01+00:00	SullivanTire	Fixing a maintenance problem, such as a faulty oxygen sensor, can improve your gas mileage by as much as 40 percent. #gastips	Negative
32	2010-09-02 20:20:03+00:00	ThorsonMotorCtr	Keep windows closed when traveling at highway speeds. Open windows cause air drag, reducing your mileage by 10%. #GasTips	Negative
33	2010-09-02 17:20:04+00:00	ThorsonMotorCtr	Traveling at fast rates in low gears can consume up to 45% more fuel than is needed. #GasTips	Negative
