0	2022-10-21 09:31:44+00:00	Vajo48377630	"""Licht und Heizung""
Die Deutschen sind Sparweltmeister.
Der neuste Trend #Gassparen 

Energieversorger bieten erstmals Gassparkonten an. Bonusgassparen liegt im Trend und bringt mehr als Eurosparen auf dem Sparbuch.
Kaufen sie Gassparanteile v. Uniper, EON und RWE
#Gasspartycoon"
1	2022-10-21 08:35:24+00:00	isengrinn	"Berliner Altbau
Aktuelle Innenraum-Temperatur: 18,5 °C
Status Gasheizung: Aus!
#gassparen #LichtundHeizung"
2	2022-10-20 07:38:04+00:00	Imperat78891762	"https://t.co/tUWEeqmt3y via @tonline 
Kurzfristig sei dies der wichtigste Baustein, um Deutschlands Energiesouveränität und geopolitische Widerstandskraft wieder zu erhöhen.Zitat Ende.
Gesülze einfach nur Gesülze. #Gassparen,#gas."
3	2022-10-20 05:51:54+00:00	BoristheMonster	"#gassparen #zusammengegenputin
nächste Woche startet die Holzheizung in unserem 12 Familienhaus - 110.000 kw/h #Gas"
4	2022-10-19 12:06:06+00:00	heiseonline	Erdgas: Wo sich wie viel einsparen lässt – und wie man Menschen dazu motiviert https://t.co/N7cBppiKZl #Gassparen #Gaskrise
5	2022-10-19 06:16:41+00:00	KMittelstand	"Eine neue Version zu unseren Praxisbeispielen für schnell umsetzbare #Energieeinsparmaßnahmen ist online. In der Version 3.0 erwarten Sie neue Maßnahmen.
#Gassparen #Klimawandel #Klimaneutralität
https://t.co/UU6PIRgrrA"
6	2022-10-18 18:37:16+00:00	eltoro0815	"@BachmannRudi Ich fahre ein Auto mit Gas auf dem Land. Ich verzichte seit ca 6 Wochen auf alle Fahrten, die nicht vermeidbar sind. D.h. Einkaufen per Fuss, usw. 

Bin mal gespannt auf welche Ersparnis ich insgesamt komme. Ziemlich sicher mindestens 20%.

#Gassparen #ZusammenGegenPutin"
7	2022-10-18 17:51:09+00:00	BachmannRudi	"Sehr gut. Hoffe, das findet viele Nachahmer. #Gassparen

https://t.co/AZPcSMb332"
8	2022-10-18 16:39:25+00:00	wpk_daily	In der aktuellen Lage #gassparen würde ein bisschen weniger Jammerei und mehr positives Mindsetting gut tun, so Armin Falk. Es gebe keinen guten und keinen schlechten Menschen, wir tragen immer beides in uns und könnten auch etwas bewegen. Darum sei er auch insgesamt optimistisch
9	2022-10-18 13:44:27+00:00	ASEWonline	"Kundinnen und Kunden beim #Gassparen helfen: Mit dem brandneuen #ASEW-#Gassparrechner für #Stadtwerke gelingt das einfach und unkompliziert – und #EnSikuMaV-konform. @ZfK_de @zeitung_energie @energate_news @stadtundwerk

https://t.co/akyieBXJ7U https://t.co/c84PW7fWF6"
